woodSlot0,woodSlot1,woodSlot2,claySlot0,claySlot1,claySlot2,stoneSlot0,stoneSlot1,stoneSlot2,goldSlot0,goldSlot1,goldSlot2,foodSlot0,foodSlot1,foodSlot2,tentSlot0,tentSlot1,tentSlot2,card1Slot0,card1Slot1,card1Slot2,card2Slot0,card2Slot1,card2Slot2,card3Slot0,card3Slot1,card3Slot2,card4Slot0,card4Slot1,card4Slot2,prodSlot0,prodSlot1,prodSlot2,wood0,wood1,wood2,clay0,clay1,clay2,stone0,stone1,stone2,gold0,gold1,gold2,food0,food1,food2,maxMeeples0,maxMeeples1,maxMeeples2,prod0,prod1,prod2,points0,points1,points2,card0resource0,card0resource1,card0resource2,card0resource3,card1resource0,card1resource1,card1resource2,card1resource3,card2resource0,card2resource1,card2resource2,card2resource3,card3resource0,card3resource1,card3resource2,card3resource3,height0,height1,height2,height3,moveSlot,moveAmount,fitness
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,0,0,0,3,0,1,3,3,2,3,0,0,8,5,6,6,3,1,2,-37,-34,-36,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,tent,2,-1.6666666666666643
0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,7,0,0,0,3,0,1,3,3,2,3,0,0,8,5,6,6,3,1,2,-37,-34,-36,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,card4,1,-1.6666666666666643
0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8,7,0,0,0,3,0,1,3,3,2,3,0,0,8,5,6,6,3,1,2,-37,-34,-36,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,stone,1,-1.6666666666666643
0,0,0,0,0,5,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8,7,0,0,0,3,0,1,3,3,2,3,0,0,8,5,6,6,3,1,2,-37,-34,-36,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,clay,1,-1.6666666666666643
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,6,1,1,3,3,4,3,0,0,4,6,6,6,3,1,2,-47,-44,-36,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,card3,1,-1.6666666666666643
0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,7,0,0,0,6,1,1,3,3,4,3,0,0,4,6,6,6,3,1,2,-47,-44,-36,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,clay,4,-1.6666666666666643
0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,7,0,0,0,6,1,1,3,3,4,3,0,0,4,6,6,6,3,1,2,-47,-44,-36,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,card2,1,-1.6666666666666643
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,3,0,6,0,3,3,2,4,3,0,0,0,6,6,6,3,2,2,-42,-54,-36,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,stone,5,-1.6666666666666643
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,3,0,6,0,3,3,2,4,3,0,0,0,6,6,6,3,2,2,-42,-54,-36,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,card4,1,-1.6666666666666643
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,2,4,5,2,3,3,2,4,3,0,0,0,6,6,6,3,2,2,-40,-64,-35,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,tent,2,-1.6666666666666643
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,7,5,2,4,5,2,3,3,2,4,3,0,0,0,6,6,6,3,2,2,-40,-64,-35,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,card2,1,-1.6666666666666643
0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,7,7,5,2,4,5,2,3,3,2,4,3,0,0,0,6,6,6,3,2,2,-40,-64,-35,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,wood,3,-1.6666666666666643
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,card2,1,-24.666666666666664
0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,gold,2,-24.666666666666664
0,0,4,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,tent,1,-24.666666666666664
0,0,4,0,1,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,clay,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,3,0,0,0,0,5,5,5,0,0,0,-10,-10,-10,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,card1,1,-24.666666666666664
0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,3,0,0,0,0,5,5,5,0,0,0,-10,-10,-10,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,tent,2,-24.666666666666664
0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,3,0,0,0,0,5,5,5,0,0,0,-10,-10,-10,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,card2,1,-24.666666666666664
0,1,0,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,3,0,0,0,0,5,5,5,0,0,0,-10,-10,-10,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,stone,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,4,0,0,0,0,6,5,5,0,1,0,-20,-20,-10,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,card2,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,4,0,0,0,0,6,5,5,0,1,0,-20,-20,-10,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,food,3,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,4,0,0,0,0,6,5,5,0,1,0,-20,-20,-10,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,wood,2,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,0,1,4,3,0,0,0,6,5,5,0,2,0,-20,-30,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,card3,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,0,1,4,3,0,0,0,6,5,5,0,2,0,-20,-30,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,gold,5,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,0,0,4,4,3,0,0,0,6,6,5,0,2,1,-30,-40,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,stone,1,-24.666666666666664
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,1,0,0,0,4,4,3,0,0,0,6,6,5,0,2,1,-30,-40,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,wood,2,-24.666666666666664
2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,0,1,1,0,0,0,4,4,3,0,0,0,6,6,5,0,2,1,-30,-40,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,gold,1,-24.666666666666664
2,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,0,1,1,0,0,0,4,4,3,0,0,0,6,6,5,0,2,1,-30,-40,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,wood,1,-24.666666666666664
3,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,0,1,1,0,0,0,4,4,3,0,0,0,6,6,5,0,2,1,-30,-40,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,card2,1,-24.666666666666664
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,5,0,3,1,1,0,0,4,4,3,0,0,0,6,6,5,0,2,2,-40,-39,-30,1,0,1,1,1,1,0,1,0,2,1,0,2,0,0,1,3,4,3,4,card1,1,-24.666666666666664
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,1,5,0,3,1,1,0,0,4,4,3,0,0,0,6,6,5,0,2,2,-40,-39,-30,1,0,1,1,1,1,0,1,0,2,1,0,2,0,0,1,3,4,3,4,wood,4,-24.666666666666664
4,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,1,5,0,3,1,1,0,0,4,4,3,0,0,0,6,6,5,0,2,2,-40,-39,-30,1,0,1,1,1,1,0,1,0,2,1,0,2,0,0,1,3,4,3,4,gold,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,5,0,3,0,0,3,0,3,3,3,0,0,0,6,6,5,0,2,3,-36,-36,-27,1,2,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,3,2,4,card1,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,5,0,3,0,0,3,0,3,3,3,0,0,0,6,6,5,0,2,3,-36,-36,-27,1,2,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,3,2,4,card4,1,-24.666666666666664
0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,9,0,5,0,3,0,0,3,0,3,3,3,0,0,0,6,6,5,0,2,3,-36,-36,-27,1,2,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,3,2,4,prod,1,-24.666666666666664
0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9,0,5,0,3,0,0,3,0,3,3,3,0,0,0,6,6,5,0,2,3,-36,-36,-27,1,2,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,3,2,4,tent,1,-24.666666666666664
0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9,0,5,0,3,0,0,3,0,3,3,3,0,0,0,6,6,5,0,2,3,-36,-36,-27,1,2,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,3,2,4,gold,1,-24.666666666666664
0,0,2,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9,0,5,0,3,0,0,3,0,3,3,3,0,0,0,6,6,5,0,2,3,-36,-36,-27,1,2,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,3,2,4,stone,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,3,0,1,3,0,2,3,3,0,8,0,6,6,5,1,2,3,-34,-36,-37,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,card3,1,-24.666666666666664
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,8,0,3,0,1,3,0,2,3,3,0,8,0,6,6,5,1,2,3,-34,-36,-37,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,card2,1,-24.666666666666664
0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,0,8,0,3,0,1,3,0,2,3,3,0,8,0,6,6,5,1,2,3,-34,-36,-37,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,gold,2,-24.666666666666664
0,0,0,0,5,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,0,8,0,3,0,1,3,0,2,3,3,0,8,0,6,6,5,1,2,3,-34,-36,-37,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,gold,1,-24.666666666666664
0,0,0,0,5,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,0,8,0,3,0,1,3,0,2,3,3,0,8,0,6,6,5,1,2,3,-34,-36,-37,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,gold,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,8,0,6,0,1,3,1,4,3,3,0,4,0,6,6,6,1,2,3,-44,-36,-47,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,prod,1,-24.666666666666664
0,3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,8,0,6,0,1,3,1,4,3,3,0,4,0,6,6,6,1,2,3,-44,-36,-47,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,card1,1,-24.666666666666664
0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,0,8,0,6,0,1,3,1,4,3,3,0,4,0,6,6,6,1,2,3,-44,-36,-47,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,card4,1,-24.666666666666664
0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,7,0,8,0,6,0,1,3,1,4,3,3,0,4,0,6,6,6,1,2,3,-44,-36,-47,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,stone,3,-24.666666666666664
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,6,3,3,3,0,4,3,2,0,0,0,6,6,6,2,2,3,-54,-36,-42,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,tent,1,-24.666666666666664
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,8,0,6,3,3,3,0,4,3,2,0,0,0,6,6,6,2,2,3,-54,-36,-42,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,gold,1,-24.666666666666664
0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,8,0,6,3,3,3,0,4,3,2,0,0,0,6,6,6,2,2,3,-54,-36,-42,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,clay,4,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,4,5,2,3,3,2,4,3,2,0,0,0,6,6,6,2,2,3,-64,-35,-40,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,wood,1,-24.666666666666664
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,4,5,2,3,3,2,4,3,2,0,0,0,6,6,6,2,2,3,-64,-35,-40,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,card3,1,-24.666666666666664
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,5,7,4,5,2,3,3,2,4,3,2,0,0,0,6,6,6,2,2,3,-64,-35,-40,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,wood,3,-24.666666666666664
4,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,7,5,7,4,5,2,3,3,2,4,3,2,0,0,0,6,6,6,2,2,3,-64,-35,-40,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,stone,1,-24.666666666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,gold,4,26.333333333333336
0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,clay,1,26.333333333333336
