woodSlot0,woodSlot1,woodSlot2,claySlot0,claySlot1,claySlot2,stoneSlot0,stoneSlot1,stoneSlot2,goldSlot0,goldSlot1,goldSlot2,foodSlot0,foodSlot1,foodSlot2,tentSlot0,tentSlot1,tentSlot2,card1Slot0,card1Slot1,card1Slot2,card2Slot0,card2Slot1,card2Slot2,card3Slot0,card3Slot1,card3Slot2,card4Slot0,card4Slot1,card4Slot2,prodSlot0,prodSlot1,prodSlot2,wood0,wood1,wood2,clay0,clay1,clay2,stone0,stone1,stone2,gold0,gold1,gold2,food0,food1,food2,maxMeeples0,maxMeeples1,maxMeeples2,prod0,prod1,prod2,points0,points1,points2,card0resource0,card0resource1,card0resource2,card0resource3,card1resource0,card1resource1,card1resource2,card1resource3,card2resource0,card2resource1,card2resource2,card2resource3,card3resource0,card3resource1,card3resource2,card3resource3,height0,height1,height2,height3,moveSlot,moveAmount,fitness
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,0,5,5,5,0,0,0,-10,-10,-10,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,gold,3,26.333333333333336
0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,0,5,5,5,0,0,0,-10,-10,-10,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,prod,1,26.333333333333336
0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,0,5,5,5,0,0,0,-10,-10,-10,2,0,1,0,1,1,0,1,2,1,0,0,2,0,0,1,4,4,4,4,wood,1,26.333333333333336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,4,0,1,0,0,0,5,5,6,1,0,0,-20,-10,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,gold,2,26.333333333333336
0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,4,0,1,0,0,0,5,5,6,1,0,0,-20,-10,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,prod,1,26.333333333333336
0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,4,0,1,0,0,0,5,5,6,1,0,0,-20,-10,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,card3,1,26.333333333333336
0,0,2,0,0,0,0,0,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,4,0,1,0,0,0,5,5,6,1,0,0,-20,-10,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,tent,1,26.333333333333336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,4,3,1,0,0,0,5,5,6,2,0,0,-30,-20,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,tent,2,26.333333333333336
0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,4,3,1,0,0,0,5,5,6,2,0,0,-30,-20,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,wood,2,26.333333333333336
2,0,0,0,0,0,0,0,0,0,0,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,4,3,1,0,0,0,5,5,6,2,0,0,-30,-20,-20,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,gold,1,26.333333333333336
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,4,3,4,0,0,0,6,5,6,2,1,0,-40,-20,-30,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,card1,1,26.333333333333336
0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,0,0,0,0,4,3,4,0,0,0,6,5,6,2,1,0,-40,-20,-30,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,card4,1,26.333333333333336
0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,1,1,0,0,0,0,4,3,4,0,0,0,6,5,6,2,1,0,-40,-20,-30,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,stone,1,26.333333333333336
0,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,1,1,0,0,0,0,4,3,4,0,0,0,6,5,6,2,1,0,-40,-20,-30,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,clay,1,26.333333333333336
0,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,2,1,1,0,0,0,0,4,3,4,0,0,0,6,5,6,2,1,0,-40,-20,-30,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,clay,1,26.333333333333336
0,4,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,2,1,1,0,0,0,0,4,3,4,0,0,0,6,5,6,2,1,0,-40,-20,-30,2,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,4,4,3,4,tent,1,26.333333333333336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,1,0,0,0,1,4,3,4,0,0,0,6,5,6,2,2,0,-39,-30,-40,1,0,1,1,1,1,0,1,0,2,1,0,2,0,0,1,3,4,3,4,card4,1,26.333333333333336
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,6,3,1,0,0,0,1,4,3,4,0,0,0,6,5,6,2,2,0,-39,-30,-40,1,0,1,1,1,1,0,1,0,2,1,0,2,0,0,1,3,4,3,4,card2,1,26.333333333333336
0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,5,6,3,1,0,0,0,1,4,3,4,0,0,0,6,5,6,2,2,0,-39,-30,-40,1,0,1,1,1,1,0,1,0,2,1,0,2,0,0,1,3,4,3,4,stone,3,26.333333333333336
0,0,4,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,5,6,3,1,0,0,0,1,4,3,4,0,0,0,6,5,6,2,2,0,-39,-30,-40,1,0,1,1,1,1,0,1,0,2,1,0,2,0,0,1,3,4,3,4,clay,1,26.333333333333336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,3,0,0,3,3,3,0,0,0,6,5,6,2,3,0,-36,-27,-36,1,2,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,3,2,4,food,6,26.333333333333336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,3,0,0,3,0,1,3,3,2,8,0,0,6,5,6,2,3,1,-36,-37,-34,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,clay,5,26.333333333333336
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,7,3,0,0,3,0,1,3,3,2,8,0,0,6,5,6,2,3,1,-36,-37,-34,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,gold,1,26.333333333333336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,0,0,3,1,1,3,3,4,4,0,0,6,6,6,2,3,1,-36,-47,-44,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,gold,2,26.333333333333336
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,7,6,0,0,3,1,1,3,3,4,4,0,0,6,6,6,2,3,1,-36,-47,-44,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,wood,3,26.333333333333336
3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,7,6,0,0,3,1,1,3,3,4,4,0,0,6,6,6,2,3,1,-36,-47,-44,1,2,0,0,0,1,1,1,0,1,2,0,1,1,1,0,2,3,2,3,wood,1,26.333333333333336
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,6,3,0,3,0,3,3,2,4,0,0,0,6,6,6,2,3,2,-36,-42,-54,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,card1,1,26.333333333333336
0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,8,7,6,3,0,3,0,3,3,2,4,0,0,0,6,6,6,2,3,2,-36,-42,-54,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,tent,1,26.333333333333336
0,0,0,0,0,4,0,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,8,7,6,3,0,3,0,3,3,2,4,0,0,0,6,6,6,2,3,2,-36,-42,-54,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,clay,3,26.333333333333336
0,0,0,3,0,4,0,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,8,7,6,3,0,3,0,3,3,2,4,0,0,0,6,6,6,2,3,2,-36,-42,-54,1,2,0,0,1,0,2,0,0,1,2,0,1,1,1,0,2,2,2,3,wood,1,26.333333333333336
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,5,2,4,3,2,3,3,2,4,0,0,0,6,6,6,2,3,2,-35,-40,-64,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,food,2,26.333333333333336
0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7,7,5,2,4,3,2,3,3,2,4,0,0,0,6,6,6,2,3,2,-35,-40,-64,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,card1,1,26.333333333333336
0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,7,7,5,2,4,3,2,3,3,2,4,0,0,0,6,6,6,2,3,2,-35,-40,-64,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,card4,1,26.333333333333336
0,3,4,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,7,7,5,2,4,3,2,3,3,2,4,0,0,0,6,6,6,2,3,2,-35,-40,-64,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,prod,1,26.333333333333336
0,3,4,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,7,7,5,2,4,3,2,3,3,2,4,0,0,0,6,6,6,2,3,2,-35,-40,-64,0,2,0,1,1,0,2,0,0,1,2,0,1,1,1,0,1,2,2,2,gold,1,26.333333333333336
